    T[sec]  F7  F3   F  F4  F8  T3  C3  Cz  C4  T4  T5  P3  P4  T6  O1  O2
8.44 -2.052 15.93 3.908 0.977 0.977 -11.04 0 -5.081 14.95 -20.03 -62.04 -34 -22.08 -65.07 -41.04 -56.08
8.44667 -9.086 -7.035 -19.05 -23.06 -15.05 -19.05 -27.06 -43.09 -9.086 -31.07 -39.08 -51 -55.01 -43.09 -29.02 -49.05
8.45333 -7.035 -24.04 -28.04 -39.08 -26.09 -14.07 -30.09 -53.05 -40.06 -36.05 -10.06 -46.02 -69.08 -17 -11.04 -37.03
8.46 -6.058 -25.01 -24.04 -38.01 -29.02 -6.058 -16.02 -30.09 -53.05 -27.06 6.937 -20.03 -55.01 -2.052 0.977 -21.01
8.46667 -2.052 -10.06 -5.081 -18.08 -8.012 3.908 0 3.908 -36.05 0 20.91 5.96 -17 22.96 4.983 -1.075
8.47333 1.954 2.931 11.92 1.954 11.92 21.98 15.93 37.91 -2.052 26.97 33.9 37.91 22.96 44.94 12.99 27.94
8.48 16.9 8.989 24.91 8.989 30 36.93 19.93 47.97 30.97 51.98 50.9 57.94 58.92 64.97 22.96 55.98
8.48667 12.99 3.908 23.94 5.96 33.9 32.93 21.98 38.98 47.97 50.9 54.91 57.94 69.96 72.98 30.97 67.9
8.49333 0 -4.006 7.914 1.954 21.98 10.94 7.914 15.93 41.91 35.96 42.99 38.98 59.99 66.93 28.92 58.92
8.5 -24.04 -18.08 -1.075 -5.081 5.96 -10.06 -1.075 -2.052 20.91 19.93 25.99 8.989 38.98 48.95 22.96 44.94
8.50667 -32.05 -21.01 -14.07 -5.081 -1.075 -23.06 -17 -19.05 1.954 2.931 10.94 -7.035 19.93 23.94 16.9 28.92
8.51333 -26.09 -22.08 -15.05 -3.029 -7.035 -22.08 -23.06 -32.05 -8.012 -5.081 -3.029 -18.08 1.954 -2.052 10.94 10.94
8.52 -14.07 -16.02 -9.086 -1.075 -7.035 -8.012 -27.06 -25.01 -15.05 -13.09 -14.07 -16.02 -11.04 -26.09 2.931 -4.006
8.52667 -2.052 -5.081 0 -3.029 -1.075 -4.006 -17 -14.07 -15.05 -14.07 -26.09 -9.086 -21.01 -38.01 0.977 -21.01
8.53333 4.983 4.983 10.94 0 0.977 -4.006 -7.035 0.977 -12.02 -15.05 -42.01 -5.081 -26.09 -52.08 -11.04 -35.08
8.54 13.97 18.95 15.93 1.954 -3.029 -6.058 1.954 1.954 -12.02 -24.04 -53.05 -7.035 -30.09 -63.02 -23.06 -43.09
8.54667 12.99 18.95 13.97 -1.075 -8.012 -9.086 1.954 -11.04 -16.02 -38.01 -50.02 -17 -39.08 -62.04 -33.02 -50.02
8.55333 0.977 5.96 6.937 1.954 -7.035 -12.02 -6.058 -30.09 -27.06 -41.04 -34 -26.09 -49.05 -47.09 -33.02 -43.09
8.56 -1.075 -8.012 -1.075 -5.081 -1.075 -10.06 -22.08 -37.03 -32.05 -18.08 -8.012 -24.04 -39.08 -7.035 -17 -21.01
8.56667 -9.086 -23.06 -5.081 -13.09 7.914 -13.09 -29.02 -35.08 -27.06 9.966 -2.052 -17 -15.05 23.94 -3.029 11.92
8.57333 -10.06 -29.02 -11.04 -14.07 14.95 -13.09 -24.04 -27.06 -18.08 34.98 -1.075 -8.012 8.989 45.92 2.931 44.94
8.58 -8.012 -25.01 -12.02 -13.09 16.9 -13.09 -19.05 -18.08 -12.02 35.96 11.92 0.977 27.94 55.98 4.983 60.97
8.58667 -6.058 -17 -6.058 -8.012 11.92 0 -13.09 -13.09 -9.086 21.98 43.97 11.92 35.96 48.95 24.91 60.97
8.59333 1.954 -11.04 -2.052 -9.086 4.983 12.99 -7.035 -4.006 -10.06 9.966 77.97 33.9 27.94 41.91 52.96 56.96
8.6 16.9 -3.029 -2.052 -9.086 2.931 30 1.954 4.983 -2.052 5.96 91.94 47.97 27.94 42.99 68.98 53.93
8.60667 24.91 1.954 9.966 -3.029 4.983 31.95 17.98 18.95 10.94 13.97 65.95 45.92 33.9 35.96 60.97 51.98
8.61333 27.94 21.98 23.94 9.966 17.98 21.98 33.9 30 30 17.98 17.98 33.9 33.9 15.93 40.94 40.94
8.62 32.93 41.91 33.9 25.99 21.98 13.97 43.97 38.98 39.96 7.914 -14.07 19.93 26.97 -6.058 20.91 12.99
8.62667 33.9 47.97 33.9 30 15.93 7.914 41.91 30 33.9 -11.04 -49.05 0 0.977 -45.04 -1.075 -19.05
8.63333 31.95 35.96 21.98 17.98 3.908 1.954 23.94 11.92 13.97 -39.08 -75.04 -21.01 -37.03 -79.04 -39.08 -61.06
8.64 17.98 13.97 7.914 3.908 1.954 -2.052 0 1.954 0.977 -45.04 -79.04 -39.08 -54.03 -82.07 -73.08 -78.07
8.64667 0 -2.052 1.954 1.954 7.914 -10.06 -9.086 -2.052 -5.081 -29.02 -56.08 -35.08 -41.04 -58.04 -73.08 -63.02
8.65333 -5.081 -1.075 0 4.983 13.97 -11.04 -9.086 -2.052 0.977 1.954 -10.06 -8.012 -4.006 -15.05 -33.02 -22.08
8.66 -5.081 -2.052 0 6.937 13.97 0.977 -5.081 2.931 7.914 20.91 32.93 12.99 24.91 21.98 8.989 18.95
8.66667 0.977 -1.075 3.908 2.931 13.97 6.937 -2.052 4.983 13.97 28.92 53.93 22.96 39.96 42.99 28.92 43.97
8.67333 0.977 -1.075 7.914 3.908 18.95 6.937 0 5.96 13.97 30 51.98 20.91 34.98 51.98 28.92 50.9
8.68 0 -2.052 13.97 6.937 21.98 3.908 -2.052 6.937 11.92 26.97 56.96 22.96 30 55.98 32.93 59.99
8.68667 -1.075 0 14.95 4.983 22.96 0.977 5.96 8.989 6.937 22.96 77.97 34.98 30 53.93 50.9 69.96
8.69333 -5.081 -3.029 5.96 0.977 11.92 1.954 0 3.908 0 13.97 91.94 43.97 23.94 45.92 66.93 67.9
8.7 -11.04 -8.012 0.977 -10.06 0.977 3.908 -7.035 -1.075 1.954 6.937 93.99 39.96 20.91 30.97 64.97 52.96
8.70667 -10.06 -8.012 -2.052 -13.09 -2.052 3.908 -12.02 -4.006 1.954 0.977 77.97 23.94 13.97 12.99 47 31.95
8.71333 0.977 1.954 5.96 -2.052 0.977 2.931 -8.012 -2.052 1.954 -6.058 44.94 7.914 3.908 -6.058 24.91 0.977
8.72 25.99 14.95 18.95 5.96 5.96 9.966 2.931 9.966 3.908 -7.035 3.908 0.977 1.954 -37.03 2.931 -27.06
8.72667 44.94 31.95 35.96 17.98 18.95 8.989 17.98 22.96 11.92 -8.012 -50.02 1.954 -10.06 -67.02 -31.07 -67.02
8.73333 41.91 41.91 41.91 24.91 22.96 0 27.94 24.91 19.93 -7.035 -109 -8.012 -19.05 -87.05 -67.02 -96.04
8.74 17.98 36.93 27.94 18.95 16.9 -19.05 20.91 12.99 22.96 -5.081 -135 -21.01 -14.07 -66.05 -91.06 -85
8.74667 -4.006 20.91 9.966 7.914 8.989 -29.02 8.989 0 19.93 0 -114 -17 0.977 -18.08 -73.08 -26.09
8.75333 -10.06 -1.075 0.977 -3.029 7.914 -22.08 2.931 1.954 6.937 6.937 -50.02 0.977 24.91 37.91 -15.05 43.97
8.76 0 -12.02 -5.081 -9.086 6.937 0.977 0.977 9.966 3.908 20.91 22.96 35.96 47.97 84.9 56.96 104.9
8.76667 1.954 -22.08 -5.081 -12.02 10.94 11.92 0.977 18.95 8.989 25.99 75.92 59.99 62.92 104.9 111 132
8.77333 -3.029 -31.07 -8.012 -10.06 12.99 12.99 0.977 12.99 13.97 25.99 89.99 60.97 57.94 95.95 125 122.9
8.78 -12.02 -35.08 -11.04 -13.09 10.94 4.983 -7.035 2.931 13.97 22.96 84.9 42.99 47 81.97 96.92 108
8.78667 -11.04 -34 -10.06 -13.09 13.97 1.954 -6.058 0 7.914 21.98 69.96 24.91 40.94 61.94 60.97 85.98
8.79333 1.954 -24.04 1.954 -4.006 19.93 0 1.954 6.937 5.96 24.91 56.96 21.98 35.96 47 30.97 58.92
8.8 16.9 -10.06 9.966 0 20.91 0 4.983 16.9 10.94 17.98 51.98 21.98 27.94 28.92 12.99 27.94
8.80667 15.93 2.931 14.95 8.989 16.9 -1.075 3.908 12.99 20.91 0.977 33.9 13.97 6.937 0 2.931 -6.058
8.81333 7.914 13.97 11.92 13.97 7.914 -7.035 1.954 -2.052 19.93 -15.05 5.96 0.977 -19.05 -39.08 -11.04 -47.09
8.82 6.937 23.94 16.9 14.95 6.937 -10.06 1.954 -4.006 8.989 -22.08 -27.06 -20.03 -39.08 -69.08 -33.02 -79.04
8.82667 11.92 23.94 19.93 12.99 5.96 -19.05 0.977 -8.012 0.977 -24.04 -70.05 -40.06 -49.05 -93.01 -65.07 -113
8.83333 12.99 14.95 19.93 7.914 4.983 -30.09 -10.06 -15.05 -7.035 -29.02 -103.1 -54.03 -56.08 -109 -97.02 -144
8.84 5.96 4.983 7.914 -1.075 -2.052 -30.09 -16.02 -18.08 -11.04 -38.01 -103.1 -56.08 -55.01 -106 -109 -147
8.84667 -2.052 0.977 0 0 -2.052 -13.09 -9.086 -8.012 -11.04 -36.05 -66.05 -34 -38.01 -79.04 -81.09 -104.1
8.85333 1.954 0.977 0 0 3.908 5.96 3.908 4.983 -7.035 -16.02 0 4.983 0 -29.02 -9.086 -26.09
8.86 9.966 0 3.908 -1.075 11.92 28.92 19.93 26.97 0 3.908 60.97 51.98 43.97 22.96 64.97 55.98
8.86667 17.98 -2.052 1.954 -5.081 13.97 38.98 21.98 34.98 11.92 21.98 95.95 81.97 74.94 62.92 108.9 112.9
8.87333 21.98 1.954 1.954 -3.029 17.98 37.91 23.94 33.9 21.98 33.9 93.99 87.93 81.97 79.92 115 135.9
8.88 27.94 11.92 9.966 1.954 27.94 41.91 31.95 45.92 33.9 47.97 87.93 81.97 83.93 95.95 107 143.9
8.88667 25.99 17.98 13.97 9.966 33.9 30.97 39.96 50.9 41.91 52.96 81 71.91 85.98 107 100.9 143.9
8.89333 5.96 1.954 0.977 -3.029 19.93 -1.075 23.94 28.92 30 27.94 55.98 45.92 71.91 87.93 82.95 116
8.9 -16.02 -23.06 -32.05 -45.04 -6.058 -44.06 -11.04 -11.04 -8.012 -12.02 14.95 0 27.94 38.98 34.98 49.93
8.90667 -26.09 -41.04 -50.02 -69.08 -28.04 -66.05 -47.09 -53.05 -58.04 -50.02 -26.09 -41.04 -27.06 -22.08 -23.06 -23.06
8.91333 -2.052 -23.06 -30.09 -51 -24.04 -43.09 -47.09 -55.01 -78.07 -56.08 -54.03 -60.09 -71.03 -68 -65.07 -81.09
8.92 25.99 10.94 3.908 -10.06 0 -2.052 -17 -27.06 -49.05 -35.08 -56.08 -48.07 -74.06 -79.04 -77.09 -107.1
8.92667 32.93 31.95 18.95 7.914 4.983 13.97 7.914 -7.035 -16.02 -22.08 -52.08 -27.06 -63.02 -76.01 -77.09 -115.1
8.93333 10.94 22.96 2.931 -2.052 0 3.908 8.989 -10.06 -4.006 -31.07 -56.08 -19.05 -52.08 -75.04 -79.04 -121.1
8.94 -3.029 0.977 -9.086 -23.06 -13.09 -7.035 0.977 -17 -19.05 -41.04 -51 -23.06 -45.04 -67.02 -77.09 -113
8.94667 -4.006 -8.012 -5.081 -17 -1.075 -10.06 -4.006 -8.012 -26.09 -24.04 -32.05 -20.03 -28.04 -35.08 -55.01 -75.04
8.95333 1.954 1.954 9.966 2.931 21.98 -5.081 0 10.94 -7.035 4.983 -8.012 -4.006 0.977 2.931 -21.01 -13.09
8.96 4.983 0 15.93 19.93 40.94 0 8.989 31.95 16.9 33.9 13.97 13.97 41.91 42.99 18.95 47.97
8.96667 -3.029 0 11.92 23.94 44.94 -5.081 6.937 26.97 33.9 34.98 30.97 30.97 69.96 57.94 56.96 93.99
8.97333 -5.081 -3.029 7.914 12.99 32.93 -5.081 2.931 19.93 32.93 27.94 35.96 37.91 72.98 60.97 82.95 116
8.98 4.983 1.954 15.93 10.94 25.99 -2.052 0.977 18.95 25.99 27.94 42.99 39.96 68.98 59.99 84.9 116
8.98667 22.96 10.94 28.92 16.9 30 1.954 1.954 23.94 23.94 30.97 31.95 30.97 56.96 57.94 62.92 101.9
8.99333 24.91 16.9 28.92 16.9 27.94 1.954 0 13.97 22.96 23.94 4.983 13.97 40.94 45.92 24.91 68.98
9 10.94 13.97 15.93 7.914 18.95 -12.02 -3.029 1.954 14.95 4.983 -20.03 -9.086 15.93 22.96 -9.086 26.97
9.00667 1.954 4.983 0.977 1.954 0 -30.09 -5.081 -19.05 1.954 -13.09 -46.02 -25.01 -12.02 -7.035 -35.08 -16.02
9.01333 -4.006 -1.075 0 -6.058 -7.035 -35.08 -9.086 -33.02 -19.05 -26.09 -65.07 -40.06 -42.01 -41.04 -55.01 -67.02
9.02 -2.052 0 -5.081 -14.07 -17 -25.01 -14.07 -36.05 -33.02 -27.06 -66.05 -49.05 -64.09 -61.06 -71.03 -103.1
9.02667 -1.075 -13.09 -13.09 -24.04 -20.03 -9.086 -24.04 -41.04 -42.01 -31.07 -59.01 -47.09 -74.06 -70.05 -69.08 -115.1
9.03333 1.954 -21.01 -21.01 -31.07 -16.02 1.954 -26.09 -40.06 -47.09 -32.05 -36.05 -30.09 -65.07 -63.02 -53.05 -103.1
9.04 8.989 -21.01 -19.05 -25.01 -6.058 22.96 -14.07 -15.05 -38.01 -17 -5.081 -1.075 -41.04 -38.01 -29.02 -69.08
9.04667 11.92 -4.006 -5.081 -8.012 3.908 33.9 1.954 10.94 -17 0 22.96 20.91 0 -8.012 0.977 -19.05
9.05333 16.9 4.983 -2.052 1.954 7.914 36.93 20.91 31.95 12.99 8.989 50.9 47 32.93 7.914 24.91 17.98
9.06 17.98 5.96 -1.075 0.977 0 33.9 27.94 31.95 30 7.914 64 61.94 53.93 23.94 47 49.93
9.06667 24.91 2.931 -2.052 -6.058 0 27.94 30.97 26.97 24.91 3.908 70.93 69.96 58.92 31.95 56.96 64
9.07333 26.97 5.96 2.931 -1.075 6.937 23.94 33.9 27.94 8.989 8.989 64.97 61.94 51.98 40.94 60.97 69.96
9.08 23.94 20.91 19.93 14.95 24.91 14.95 33.9 35.96 5.96 21.98 54.91 42.99 47 49.93 60.97 75.92
9.08667 10.94 27.94 20.91 25.99 30.97 0 23.94 30 14.95 28.92 28.92 12.99 37.91 52.96 50.9 73.96
9.09333 0.977 21.98 4.983 11.92 12.99 -18.08 5.96 5.96 16.9 12.99 1.954 -15.05 17.98 32.93 26.97 55.98
9.1 1.954 3.908 -16.02 -13.09 -12.02 -27.06 -5.081 -17 1.954 -8.012 -16.02 -33.02 -3.029 4.983 -1.075 23.94
9.10667 -1.075 -5.081 -27.06 -35.08 -29.02 -27.06 -19.05 -32.05 -27.06 -29.02 -15.05 -31.07 -23.06 -23.06 -17 -7.035
9.11333 -1.075 -9.086 -19.05 -33.02 -25.01 -12.02 -23.06 -24.04 -41.04 -34 0 -17 -31.07 -48.07 -23.06 -39.08
9.12 -2.052 -2.052 0.977 -9.086 -11.04 0.977 -15.05 -9.086 -31.07 -33.02 0.977 -7.035 -33.02 -63.02 -25.01 -61.06
9.12667 3.908 15.93 15.93 7.914 0.977 1.954 -1.075 -2.052 -13.09 -29.02 -11.04 -1.075 -37.03 -67.02 -27.06 -73.08
9.13333 11.92 31.95 31.95 17.98 1.954 5.96 11.92 4.983 1.954 -21.01 -26.09 0.977 -34 -60.09 -33.02 -74.06
9.14 19.93 39.96 39.96 19.93 1.954 15.93 21.98 15.93 0 -9.086 -21.01 5.96 -23.06 -37.03 -29.02 -54.03
9.14667 26.97 37.91 35.96 12.99 -1.075 24.91 23.94 20.91 2.931 0.977 1.954 21.98 0 -10.06 -11.04 -17
9.15333 22.96 21.98 17.98 2.931 -4.006 24.91 17.98 12.99 2.931 0 22.96 31.95 14.95 6.937 10.94 13.97
9.16 8.989 1.954 0.977 -10.06 -12.02 16.9 3.908 -1.075 -1.075 3.908 41.91 31.95 27.94 27.94 32.93 35.96
9.16667 -9.086 -13.09 -14.07 -18.08 -8.012 0 -10.06 -15.05 -1.075 7.914 38.98 20.91 28.92 34.98 42.99 45.92
9.17333 -32.05 -25.01 -19.05 -16.02 0 -22.08 -27.06 -28.04 -2.052 9.966 18.95 -2.052 23.94 35.96 32.93 39.96
9.18 -40.06 -29.02 -16.02 -14.07 4.983 -40.06 -36.05 -29.02 -9.086 7.914 1.954 -20.03 9.966 31.95 12.99 30
9.18667 -41.04 -23.06 -11.04 -15.05 3.908 -49.05 -37.03 -27.06 -15.05 1.954 -17 -45.04 -5.081 21.98 -3.029 11.92
9.19333 -26.09 -14.07 -1.075 -13.09 0 -47.09 -31.07 -17 -18.08 1.954 -23.06 -47.09 -14.07 16.9 -7.035 5.96
9.2 -11.04 -5.081 0.977 -7.035 1.954 -33.02 -20.03 0 -14.07 1.954 -12.02 -32.05 -7.035 17.98 -9.086 2.931
9.20667 0 0 -2.052 -1.075 1.954 -23.06 -12.02 2.931 -2.052 -2.052 0 -14.07 1.954 3.908 -7.035 -3.029
9.21333 -2.052 -10.06 -7.035 -6.058 -8.012 -20.03 -10.06 -9.086 0 -13.09 -2.052 -5.081 -3.029 -17 -17 -32.05
9.22 -14.07 -18.08 -16.02 -16.02 -14.07 -10.06 -17 -26.09 -11.04 -25.01 1.954 -10.06 -23.06 -46.02 -29.02 -65.07
9.22667 -18.08 -19.05 -18.08 -22.08 -16.02 1.954 -20.03 -35.08 -26.09 -27.06 -1.075 -15.05 -44.06 -59.01 -29.02 -78.07
9.23333 -8.012 -6.058 -8.012 -13.09 -3.029 9.966 -13.09 -21.01 -28.04 -17 -5.081 -3.029 -39.08 -46.02 -17 -60.09
9.24 4.983 3.908 4.983 -1.075 3.908 15.93 0 7.914 -13.09 0.977 0.977 11.92 -14.07 -16.02 -1.075 -20.03
9.24667 13.97 7.914 13.97 8.989 10.94 11.92 12.99 27.94 4.983 9.966 0 24.91 16.9 9.966 16.9 14.95
9.25333 12.99 5.96 14.95 10.94 17.98 7.914 9.966 31.95 17.98 25.99 0 31.95 47.97 30.97 32.93 47
9.26 10.94 10.94 18.95 13.97 23.94 13.97 11.92 33.9 28.92 45.92 9.966 39.96 73.96 47 48.95 74.94
9.26667 14.95 30 30.97 26.97 30.97 24.91 26.97 45.92 42.99 51.98 25.99 49.93 92.92 53.93 60.97 90.96
9.27333 16.9 50.9 47 40.94 28.92 26.97 45.92 58.92 57.94 39.96 31.95 54.91 85.98 47 60.97 79.92
9.28 14.95 56.96 47.97 40.94 16.9 14.95 47 57.94 54.91 13.97 19.93 35.96 51.98 27.94 38.98 44.94
9.28667 4.983 40.94 23.94 19.93 0.977 1.954 30.97 24.91 32.93 -15.05 0.977 4.983 0.977 0 4.983 1.954
9.29333 -2.052 13.97 -10.06 -11.04 -19.05 -7.035 0.977 -18.08 -4.006 -33.02 -2.052 -18.08 -35.08 -11.04 -15.05 -22.08
9.3 0 -1.075 -39.08 -45.04 -33.02 -7.035 -19.05 -51 -42.01 -37.03 7.914 -25.01 -52.08 -12.02 -13.09 -23.06
9.30667 -9.086 -3.029 -51 -55.01 -33.02 -3.029 -33.02 -59.01 -63.02 -29.02 25.99 -23.06 -45.04 -11.04 -1.075 -17
9.31333 -14.07 1.954 -38.01 -44.06 -28.04 -4.006 -32.05 -45.04 -57.06 -23.06 22.96 -14.07 -31.07 -21.01 2.931 -21.01
9.32 -16.02 11.92 -27.06 -32.05 -24.04 -8.012 -29.02 -30.09 -38.01 -25.01 0.977 -11.04 -27.06 -39.08 -5.081 -39.08
9.32667 -11.04 13.97 -24.04 -28.04 -28.04 -9.086 -22.08 -31.07 -27.06 -31.07 -22.08 -10.06 -34 -54.03 -25.01 -55.01
9.33333 -6.058 13.97 -29.02 -34 -34 -4.006 -19.05 -40.06 -30.09 -35.08 -35.08 -11.04 -43.09 -49.05 -35.08 -53.05
9.34 -1.075 19.93 -23.06 -34 -32.05 2.931 -19.05 -34 -40.06 -27.06 -30.09 -9.086 -40.06 -28.04 -27.06 -29.02
9.34667 4.983 31.95 -9.086 -24.04 -18.08 10.94 -9.086 -22.08 -38.01 -9.086 -22.08 -5.081 -22.08 -6.058 -9.086 -1.075
9.35333 0 45.92 0 -7.035 -3.029 3.908 0.977 -7.035 -21.01 1.954 -33.02 -3.029 0.977 -3.029 -1.075 8.989
9.36 -11.04 47.97 7.914 3.908 3.908 -5.081 0 6.937 -1.075 5.96 -44.06 -9.086 14.95 -8.012 -3.029 6.937
9.36667 -27.06 45.92 11.92 17.98 9.966 -25.01 -1.075 13.97 15.93 3.908 -57.06 -17 17.98 -13.09 -15.05 -2.052
9.37333 -25.01 43.97 17.98 30 13.97 -33.02 -5.081 21.98 23.94 3.908 -55.01 -21.01 11.92 -7.035 -21.01 -1.075
9.38 -11.04 45.92 19.93 31.95 11.92 -24.04 -3.029 27.94 27.94 8.989 -40.06 -17 2.931 2.931 -23.06 1.954
9.38667 -2.052 41.91 9.966 15.93 -2.052 -16.02 -2.052 12.99 23.94 3.908 -28.04 -17 -2.052 10.94 -27.06 0
9.39333 0 30 -4.006 -4.006 -21.01 -6.058 0.977 -6.058 7.914 -6.058 -17 -20.03 -17 6.937 -33.02 -11.04
9.4 0.977 13.97 -20.03 -28.04 -39.08 -2.052 -9.086 -26.09 -13.09 -20.03 5.96 -22.08 -29.02 4.983 -29.02 -9.086
9.40667 -5.081 5.96 -26.09 -36.05 -39.08 -2.052 -19.05 -37.03 -35.08 -25.01 38.98 -16.02 -31.07 3.908 -7.035 -2.052
9.41333 -17 1.954 -21.01 -28.04 -31.07 -3.029 -22.08 -34 -39.08 -24.04 60.97 -7.035 -27.06 1.954 14.95 0.977
9.42 -23.06 1.954 -20.03 -18.08 -23.06 1.954 -15.05 -25.01 -29.02 -17 62.92 1.954 -13.09 -10.06 28.92 0
9.42667 -14.07 2.931 -20.03 -14.07 -18.08 3.908 -4.006 -20.03 -14.07 -15.05 43.97 12.99 0.977 -20.03 28.92 -1.075
9.43333 3.908 7.914 -11.04 -5.081 -13.09 13.97 5.96 -7.035 -7.035 -9.086 15.93 31.95 7.914 -19.05 22.96 -2.052
9.44 26.97 20.91 4.983 7.914 1.954 19.93 21.98 9.966 0.977 2.931 -2.052 42.99 23.94 0 22.96 14.95
9.44667 19.93 32.93 19.93 21.98 6.937 2.931 26.97 22.96 9.966 15.93 -35.08 30 26.97 6.937 12.99 24.91
9.45333 0 35.96 26.97 26.97 11.92 -25.01 14.95 15.93 18.95 8.989 -68 0 13.97 0 -5.081 8.989
9.46 -22.08 27.94 21.98 18.95 7.914 -44.06 0.977 3.908 14.95 -3.029 -76.01 -33.02 -1.075 -19.05 -31.07 -17
9.46667 -21.01 15.93 11.92 12.99 1.954 -45.04 -3.029 0 9.966 -15.05 -53.05 -45.04 -9.086 -34 -39.08 -39.08
9.47333 -6.058 5.96 2.931 2.931 1.954 -29.02 -6.058 -10.06 2.931 -16.02 -21.01 -37.03 -15.05 -31.07 -37.03 -47.09
9.48 1.954 -4.006 -8.012 -3.029 0 -11.04 -13.09 -19.05 0.977 -15.05 -2.052 -23.06 -20.03 -20.03 -29.02 -34
9.48667 0.977 -18.08 -28.04 -20.03 -16.02 -3.029 -19.05 -35.08 -11.04 -20.03 0.977 -15.05 -31.07 -10.06 -21.01 -21.01
9.49333 -9.086 -28.04 -39.08 -27.06 -28.04 -5.081 -25.01 -53.05 -37.03 -27.06 0.977 -3.029 -38.01 -1.075 -7.035 -6.058
9.5 -9.086 -24.04 -34 -28.04 -26.09 -5.081 -21.01 -49.05 -53.05 -22.08 19.93 0 -31.07 4.983 10.94 7.914
9.50667 -5.081 -14.07 -22.08 -19.05 -18.08 -7.035 -21.01 -41.04 -51 -11.04 40.94 3.908 -16.02 14.95 34.98 26.97
9.51333 -2.052 -11.04 -14.07 -18.08 -13.09 -7.035 -18.08 -34 -42.01 -2.052 47.97 0 -3.029 13.97 38.98 27.94
9.52 0.977 -15.05 -17 -22.08 -17 0 -11.04 -24.04 -29.02 -3.029 43.97 0 -2.052 2.931 26.97 23.94
9.52667 6.937 -11.04 -15.05 -20.03 -15.05 14.95 1.954 -13.09 -22.08 -13.09 34.98 15.93 0.977 -13.09 14.95 7.914
9.53333 16.9 0.977 0 -4.006 -5.081 23.94 16.9 -2.052 -14.07 -20.03 22.96 36.93 -2.052 -32.05 12.99 1.954
9.54 15.93 4.983 19.93 13.97 2.931 20.91 22.96 18.95 -1.075 -11.04 -1.075 31.95 -1.075 -40.06 2.931 -10.06
9.54667 4.983 10.94 34.98 30 12.99 -1.075 15.93 30 12.99 -6.058 -50.02 0.977 0.977 -42.01 -19.05 -30.09
9.55333 -9.086 11.92 33.9 31.95 13.97 -29.02 7.914 31.95 25.99 -1.075 -99.07 -31.07 -3.029 -39.08 -61.06 -47.09
9.56 -16.02 10.94 26.97 28.92 12.99 -45.04 6.937 38.98 32.93 0 -113 -44.06 3.908 -16.02 -71.03 -39.08
9.56667 -19.05 7.914 16.9 22.96 9.966 -46.02 9.966 35.96 31.95 7.914 -94.09 -32.05 19.93 4.983 -49.05 -13.09
9.57333 -17 0.977 13.97 14.95 9.966 -41.04 4.983 22.96 27.94 8.989 -50.02 -17 21.98 17.98 -11.04 6.937
9.58 -15.05 -13.09 4.983 4.983 3.908 -28.04 -5.081 3.908 23.94 1.954 -8.012 -12.02 9.966 15.93 2.931 10.94
9.58667 -11.04 -21.01 -4.006 1.954 0.977 -12.02 -15.05 -14.07 11.92 -10.06 13.97 -10.06 -7.035 6.937 2.931 7.914
9.59333 0.977 -19.05 -14.07 -4.006 -5.081 -4.006 -13.09 -24.04 -5.081 -16.02 27.94 0 -21.01 4.983 4.983 9.966
9.6 3.908 -11.04 -13.09 -3.029 -3.029 0.977 0.977 -14.07 -21.01 -7.035 47 13.97 -10.06 22.96 18.95 32.93
9.60667 3.908 -9.086 -5.081 0.977 -2.052 2.931 3.908 1.954 -17 10.94 66.93 27.94 12.99 38.98 36.93 54.91
9.61333 0 -13.09 -1.075 0 0 3.908 3.908 1.954 0.977 21.98 81.97 33.9 31.95 33.9 48.95 55.98
9.62 3.908 -17 -5.081 0.977 -1.075 13.97 0 -2.052 11.92 11.92 85.98 37.91 31.95 9.966 50.9 37.91
9.62667 16.9 -17 -12.02 -3.029 -9.086 18.95 1.954 -10.06 10.94 -8.012 60.97 33.9 9.966 -20.03 34.98 3.908
9.63333 23.94 -11.04 -13.09 -5.081 -11.04 8.989 3.908 -20.03 -5.081 -29.02 3.908 11.92 -17 -51 -1.075 -33.02
9.64 16.9 -3.029 1.954 0.977 -2.052 -3.029 0 -19.05 -18.08 -28.04 -54.03 -21.01 -41.04 -60.09 -41.04 -67.02
9.64667 2.931 0 12.99 5.96 6.937 -21.01 -7.035 -11.04 -14.07 -12.02 -100 -55.01 -43.09 -58.04 -71.03 -79.04
9.65333 2.931 7.914 20.91 15.93 16.9 -28.04 -13.09 0 0.977 0 -110 -60.09 -27.06 -44.06 -69.08 -67.02
9.66 11.92 13.97 19.93 19.93 15.93 -21.01 -5.081 6.937 12.99 8.989 -83.05 -38.01 0.977 -19.05 -43.09 -31.07
9.66667 16.9 11.92 16.9 17.98 2.931 -15.05 1.954 6.937 20.91 8.989 -44.06 -11.04 13.97 2.931 -15.05 -2.052
9.67333 11.92 2.931 1.954 7.914 -6.058 -7.035 5.96 1.954 18.95 6.937 -1.075 5.96 18.95 23.94 4.983 26.97
9.68 1.954 -11.04 -11.04 -3.029 -17 0.977 0 -7.035 3.908 0 37.91 15.93 11.92 35.96 34.98 43.97
9.68667 0 -22.08 -25.01 -17 -23.06 7.914 -2.052 -18.08 -4.006 -3.029 74.94 26.97 4.983 39.96 68.98 60.97
