    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  Pz 
22.42 -156.3 68.39 78.16 -293.1 -19.54 136.8 488.5 78.16 996.6 283.3 -244.3 -205.2 234.5 195.4 644.8 -58.62 -205.2 -127 332.2 332.2
22.425 -68.39 127 117.2 -293.1 -136.8 9.77 254 39.08 898.9 312.7 244.3 -273.6 459.2 185.6 508.1 -117.2 -185.6 -195.4 312.7 312.7
22.43 -107.5 -48.85 9.77 -342 -283.3 -117.2 -9.77 -87.93 801.2 234.5 -214.9 -478.7 342 78.16 429.9 -68.39 -244.3 -351.7 254 254
22.435 195.4 97.7 175.9 -312.7 -195.4 -234.5 -175.9 -263.8 654.6 -146.6 371.3 -566.7 664.4 58.62 283.3 -205.2 -19.54 -361.5 175.9 175.9
22.44 293.1 136.8 214.9 -234.5 -273.6 -293.1 -371.3 -283.3 429.9 -312.7 78.16 -410.4 644.8 263.8 -9.77 -175.9 58.62 -322.4 68.39 68.39
22.445 351.7 283.3 400.6 -136.8 -175.9 -263.8 -469 -361.5 146.6 -556.9 136.8 -498.3 420.1 48.85 -224.7 -224.7 234.5 -293.1 -39.08 -39.08
22.45 605.8 566.7 732.8 234.5 68.39 -48.85 -361.5 -136.8 -48.85 -596 342 -146.6 508.1 449.4 -322.4 -9.77 566.7 -29.31 87.93 87.93
22.455 420.1 713.2 703.5 420.1 185.6 166.1 -322.4 9.77 -322.4 -527.6 605.8 -166.1 136.8 302.9 -683.9 29.31 576.5 254 58.62 58.62
22.46 390.8 938 781.6 771.9 263.8 498.3 -263.8 361.5 -351.7 -175.9 351.7 263.8 -508.1 644.8 -683.9 332.2 762.1 615.5 175.9 175.9
22.465 400.6 1026 938 1026 498.3 859.8 68.39 810.9 -166.1 166.1 801.2 381 136.8 674.2 -625.3 625.3 791.4 928.2 381 381
22.47 214.9 938 654.6 908.6 283.3 859.8 -9.77 830.5 -332.2 146.6 224.7 351.7 -312.7 459.2 -586.2 547.1 547.1 889.1 273.6 273.6
22.475 517.8 996.6 732.8 957.5 478.7 977 254 977 -107.5 48.85 410.4 439.7 322.4 498.3 -263.8 527.6 586.2 996.6 429.9 429.9
22.48 449.4 928.2 517.8 732.8 234.5 732.8 205.2 889.1 -58.62 -68.39 214.9 29.31 576.5 283.3 -166.1 244.3 381 928.2 224.7 224.7
22.485 429.9 957.5 566.7 703.5 488.5 752.3 478.7 977 136.8 68.39 283.3 195.4 693.7 508.1 87.93 273.6 361.5 1036 302.9 302.9
22.49 420.1 1026 371.3 683.9 371.3 771.9 556.9 869.6 400.6 78.16 351.7 39.08 361.5 459.2 390.8 127 312.7 957.5 371.3 371.3
22.495 508.1 928.2 400.6 342 537.4 332.2 713.2 576.5 762.1 273.6 332.2 -263.8 273.6 508.1 683.9 146.6 234.5 723 469 469
22.5 703.5 1065 390.8 449.4 527.6 488.5 771.9 625.3 1036 556.9 342 -78.16 205.2 762.1 840.3 410.4 214.9 644.8 488.5 488.5
22.505 664.4 820.7 302.9 87.93 312.7 19.54 625.3 263.8 1124 351.7 117.2 -263.8 -205.2 517.8 742.6 351.7 9.77 185.6 273.6 273.6
22.51 556.9 586.2 87.93 -87.93 58.62 -205.2 527.6 185.6 1114 635.1 0 -224.7 -322.4 410.4 586.2 498.3 -254 -78.16 48.85 48.85
22.515 400.6 302.9 -136.8 -361.5 -175.9 -478.7 234.5 0 996.6 439.7 -185.6 -156.3 -664.4 146.6 390.8 400.6 -459.2 -390.8 -283.3 -283.3
22.52 244.3 214.9 -429.9 -498.3 -429.9 -576.5 -58.62 -29.31 840.3 605.8 -469 -205.2 -918.4 19.54 117.2 459.2 -693.7 -537.4 -586.2 -586.2
22.525 302.9 48.85 -596 -713.2 -664.4 -762.1 -371.3 -254 674.2 459.2 -537.4 -508.1 -674.6 -185.6 0 312.7 -947.7 -840.3 -977.5 -977.5
22.53 283.3 146.6 -713.2 -840.3 -801.2 -840.3 -615.5 -439.7 566.7 205.2 -810.9 -644.8 -596 -214.9 -146.6 234.5 -987.3 -1016 -1094 -1094
22.535 342 205.2 -713.2 -683.9 -810.9 -752.3 -625.3 -351.7 635.1 302.9 -508.1 -556.9 -39.08 -97.7 -78.16 312.7 -898.9 -869.6 -1055 -1055
22.54 342 361.5 -713.2 -683.9 -879.8 -801.2 -713.2 -410.4 644.8 97.7 -429.9 -527.6 -224.7 -205.2 -175.9 195.4 -801.2 -918.4 -1045 -1045
22.545 381 342 -625.3 -635.6 -791.4 -732.8 -644.8 -381 644.8 -19.54 -664.4 -469 -625.3 -371.3 -410.4 9.77 -527.6 -879.8 -850 -850
22.55 625.3 693.7 -244.3 -361.5 -488.5 -498.3 -498.3 -87.93 576.5 127 -234.5 -166.1 -644.8 87.93 -517.8 244.3 -127 -596 -556.9 -556.9
22.555 615.5 791.4 -410.4 -214.9 -517.8 -342 -556.9 9.77 263.8 -48.85 -459.2 0 -801.2 0 -664.4 68.39 -19.54 -449.4 -498.3 -498.3
22.56 1016 801.2 39.08 -156.3 -78.16 -254 -351.7 29.31 175.9 -205.2 -175.9 -58.62 -615.5 127 -556.9 9.77 371.3 -214.9 -244.3 -244.3
22.565 986.8 840.3 -68.39 58.62 -48.85 -9.77 -322.4 136.8 78.16 -97.7 -234.5 224.7 -439.7 107.5 -566.7 58.62 420.1 -29.31 -136.8 -136.8
22.57 1260 664.4 166.1 -68.39 283.3 -244.3 -214.9 -117.2 9.77 -596 97.7 9.77 -224.7 -19.54 -488.5 -351.7 635.1 -234.5 -19.54 -19.54
22.575 908.6 644.8 -68.39 -58.62 127 -273.6 -400.6 -166.1 -224.7 -683.9 -68.39 -29.31 -39.08 -39.08 -586.2 -420.1 400.6 -205.2 -185.6 -185.6
22.58 830.5 654.6 -214.9 -39.08 87.93 -244.3 -459.2 -146.6 -361.5 -752.3 -68.39 185.6 -214.9 -68.39 -644.8 -322.4 283.3 -175.9 -361.5 -361.5
22.585 664.4 605.8 -332.2 -68.39 -29.31 -342 -576.5 -263.8 -556.9 -840.3 -136.8 -429.9 39.08 -263.8 -586.2 -381 136.8 -283.3 -586.2 -586.2
22.59 791.4 654.6 -224.7 -39.08 107.5 -400.6 -381 -254 -469 -703.5 175.9 -68.39 195.4 -156.3 -332.2 -185.6 244.3 -263.8 -498.3 -498.3
22.595 810.9 683.9 -9.77 29.31 283.3 -361.5 -87.93 -302.9 -273.6 -596 302.9 -175.9 68.39 -136.8 -58.62 -39.08 527.6 -156.3 -195.4 -195.4
22.6 654.6 723 -136.8 0 302.9 -420.1 0 -420.1 -214.9 -381 -58.62 -302.9 146.6 58.62 19.54 -87.93 449.4 -58.62 -166.1 -166.1
22.605 459.2 644.8 39.08 -87.93 556.9 -400.6 351.7 -429.9 127 -439.7 214.9 -263.8 97.7 -68.39 293.1 -117.2 644.8 -107.5 136.8 136.8
22.61 -9.77 400.6 -312.7 -195.4 410.4 -293.1 312.7 -302.9 205.2 -175.9 -19.54 -478.7 58.62 -127 244.3 -136.8 302.9 29.31 29.31 29.31
22.615 -312.7 224.7 -342 -205.2 371.3 -185.6 371.3 -97.7 361.5 -29.31 -713.2 -596 97.7 -214.9 322.4 -68.39 97.7 127 -39.08 -39.08
22.62 -674.6 -107.5 -742.6 -273.6 48.85 -185.6 273.6 -9.77 429.9 78.16 -674.6 -703.5 -947.7 -214.9 234.5 195.4 -175.9 -19.54 -205.2 -205.2
22.625 -820.7 -273.6 -762.1 -273.6 39.08 -39.08 273.6 205.2 488.5 205.2 -947.7 -576.5 -332.2 29.31 342 527.6 -342 0 -273.6 -273.6
22.63 -762.1 -322.4 -850 -127 -78.16 117.2 293.1 400.6 556.9 361.5 -655.1 -478.7 -644.8 19.54 332.2 840.3 -361.5 -29.31 -195.4 -195.4
22.635 -576.5 -625.3 -810.9 -293.1 -39.08 -39.08 381 302.9 683.9 244.3 -283.3 -459.2 -87.93 -29.31 390.8 801.2 -283.3 -156.3 0 0
22.64 -655.1 -801.2 -889.1 -254 -254 -87.93 166.1 214.9 517.8 -19.54 -439.7 -556.9 68.39 -68.39 127 723 -332.2 -244.3 -68.39 -68.39
22.645 -732.8 -996.6 -810.9 -449.4 -234.5 -312.7 156.3 156.3 586.2 29.31 -478.7 -791.4 -205.2 -127 97.7 596 -244.3 -429.9 127 127
22.65 -938 -1290 -840.3 -498.3 -263.8 -469 68.39 9.77 469 -146.6 -655.1 -850 -400.6 -205.2 58.62 322.4 -224.7 -586.2 205.2 205.2
22.655 -908.6 -1270 -683.9 -508.1 -19.54 -420.1 263.8 97.7 527.6 39.08 -400.6 -1036 -371.3 -283.3 136.8 205.2 0 -429.9 400.6 400.6
22.66 -898.9 -1231 -547.6 -400.6 156.3 -302.9 351.7 117.2 498.3 136.8 -312.7 -478.7 -263.8 -185.6 332.2 185.6 68.39 -332.2 439.7 439.7
22.665 -605.8 -1036 -439.7 -283.3 332.2 -195.4 498.3 146.6 537.4 48.85 -39.08 -977.5 97.7 -390.8 498.3 48.85 214.9 -254 478.7 478.7
22.67 -381 -908.6 -302.9 -117.2 488.5 -117.2 547.1 39.08 498.3 -205.2 29.31 -420.1 -156.3 -127 527.6 -68.39 332.2 -175.9 508.1 508.1
22.675 -293.1 -605.8 -175.9 117.2 566.7 87.93 488.5 214.9 410.4 -127 351.7 -469 586.2 19.54 429.9 -19.54 449.4 107.5 449.4 449.4
22.68 -205.2 -547.6 -205.2 19.54 390.8 -68.39 283.3 -29.31 107.5 -547.6 -29.31 -342 -214.9 -39.08 127 -224.7 459.2 48.85 332.2 332.2
22.685 -195.4 -400.6 127 127 644.8 78.16 302.9 -9.77 -175.9 -713.2 146.6 -156.3 -19.54 -9.77 39.08 -273.6 654.6 195.4 342 342
22.69 -214.9 -361.5 -29.31 127 400.6 97.7 -19.54 -146.6 -732.8 -898.9 185.6 -283.3 -537.4 -107.5 -293.1 -273.6 586.2 146.6 205.2 205.2
22.695 -312.7 -429.9 -78.16 -39.08 488.5 -48.85 -107.5 -381 -1201 -1299 205.2 -508.1 -625.3 -351.7 -371.3 -508.1 605.8 19.54 156.3 156.3
22.7 -136.8 -273.6 -195.4 68.39 400.6 29.31 -166.1 -410.4 -1436 -1290 -87.93 -556.9 -664.4 -136.8 -400.6 -508.1 615.5 68.39 107.5 107.5
22.705 -263.8 -381 -293.1 39.08 332.2 -68.39 -302.9 -586.2 -1582 -1446 -68.39 -732.8 -771.9 -371.3 -488.5 -713.2 527.6 29.31 -48.85 -48.85
22.71 -58.62 -136.8 -78.16 283.3 508.1 136.8 -58.62 -439.7 -1192 -1055 -39.08 -390.8 -537.4 -234.5 -224.7 -517.8 820.7 127 166.1 166.1
22.715 -361.5 58.62 -439.7 390.8 78.16 234.5 -361.5 -508.1 -1456 -1260 -527.6 -48.85 -810.9 48.85 -429.9 -596 459.2 214.9 -244.3 -244.3
22.72 -185.6 -48.85 -244.3 322.4 273.6 175.9 -136.8 -488.5 -1153 -1201 -146.6 -39.08 -263.8 -195.4 -127 -596 478.7 175.9 -263.8 -263.8
22.725 -185.6 0 -254 302.9 351.7 117.2 -87.93 -547.6 -1064 -1339 -263.8 273.6 -517.8 48.85 -48.85 -459.2 469 -9.77 -459.2 -459.2
22.73 -214.9 -302.9 -283.3 39.08 351.7 -175.9 19.54 -683.9 -889.1 -1495 -127 87.93 -146.6 -420.1 166.1 -547.6 273.6 -234.5 -655.1 -655.1
22.735 -244.3 -566.7 -29.31 -127 605.8 -214.9 293.1 -625.3 -517.8 -1085 615.5 58.62 -87.93 -586.2 185.6 -381 439.7 -322.4 -527.6 -527.6
22.74 -771.9 -1036 -527.6 -449.4 234.5 -459.2 107.5 -635.6 -361.5 -752.3 -293.1 -195.4 -498.3 -762.1 127 -234.5 -58.62 -674.6 -791.4 -791.4
22.745 -762.1 -1163 -459.2 -713.2 332.2 -664.4 293.1 -596 -19.54 -429.9 205.2 -273.6 -9.77 -703.5 185.6 -175.9 -39.08 -801.2 -547.6 -547.6
22.75 -928.2 -1426 -859.8 -889.1 -68.39 -752.3 156.3 -459.2 136.8 97.7 -508.1 -127 -166.1 -596 244.3 0 -498.3 -1016 -498.3 -498.3
22.755 -1094 -1485 -1016 -918.4 -234.5 -713.2 146.6 -371.3 429.9 332.2 -566.7 -234.5 -97.7 -596 498.3 78.16 -498.3 -967.8 -214.9 -214.9
22.76 -1153 -1534 -1211 -1085 -576.5 -908.6 -68.39 -400.6 371.3 547.1 -664.4 48.85 -361.5 -254 263.8 97.7 -820.7 -977.5 -195.4 -195.4
22.765 -1329 -1671 -1270 -1025 -683.9 -723 -87.93 -390.8 517.8 713.2 -439.7 -29.31 -449.4 -410.4 214.9 78.16 -781.6 -908.6 39.08 39.08
22.77 -1612 -1778 -1358 -1192 -859.8 -840.3 -254 -469 498.3 683.9 -742.6 -234.5 -781.6 -469 -68.39 29.31 -918.4 -928.2 19.54 19.54
22.775 -1505 -1534 -1240 -1025 -859.8 -605.8 -322.4 -244.3 517.8 898.9 -693.7 0 -898.9 -390.8 -175.9 -68.39 -830.5 -674.6 19.54 19.54
22.78 -1485 -1436 -1211 -898.9 -898.9 -498.3 -556.9 -263.8 244.3 683.9 -879.8 0 -1133 -478.7 -342 -332.2 -859.8 -527.6 -293.1 -293.1
22.785 -1339 -957.5 -1016 -449.4 -928.2 -146.6 -771.9 -19.54 29.31 879.3 -859.8 293.1 -1260 -234.5 -429.9 -263.8 -752.3 -224.7 -459.2 -459.2
22.79 -1045 -615.5 -713.2 -244.3 -781.6 9.77 -830.5 -48.85 -322.4 498.3 -586.2 322.4 -1104 -146.6 -547.6 -517.8 -605.8 -68.39 -537.4 -537.4
22.795 -869.6 -185.6 -439.7 205.2 -732.8 410.4 -967.8 68.39 -781.6 293.1 -381 938 -996.6 254 -566.7 -478.7 -410.4 332.2 -547.6 -547.6
22.8 -635.6 87.93 9.77 410.4 -420.1 576.5 -810.9 48.85 -957.5 -146.6 -97.7 508.1 -605.8 -78.16 -752.3 -527.6 -117.2 644.8 -410.4 -410.4
22.805 -283.3 224.7 351.7 732.8 -254 879.3 -713.2 58.62 -1309 -537.4 -19.54 810.9 -254 9.77 -664.4 -566.7 205.2 977 -273.6 -273.6
22.81 205.2 596 986.8 1153 371.3 1212 -273.6 117.2 -1094 -889.1 556.9 840.3 381 166.1 -732.8 -429.9 908.6 1348 166.1 166.1
22.815 664.4 566.7 1378 1368 742.6 1339 117.2 146.6 -1025 -1143 752.3 947.7 791.4 283.3 -605.8 -195.4 1251 1681 371.3 371.3
22.82 732.8 898.9 1534 1759 1055 1641 410.4 439.7 -850 -869.6 771.9 1368 938 977 -420.1 166.1 1417 1876 605.8 605.8
22.825 840.3 947.7 1407 1915 1153 1749 683.9 762.1 -488.5 -332.2 771.9 1358 771.9 1026 -469 586.2 1309 1944 703.5 703.5
22.83 625.3 1055 908.6 1808 781.6 1593 469 752.3 -547.6 78.16 322.4 1290 361.5 1075 -351.7 742.6 850 1671 332.2 332.2
22.835 508.1 1065 547.1 1485 498.3 1348 312.7 674.2 -469 273.6 0 938 -488.5 830.5 -263.8 781.6 517.8 1299 78.16 78.16
22.84 664.4 938 508.1 1172 429.9 1075 273.6 459.2 -273.6 478.7 58.62 527.6 -166.1 605.8 48.85 879.3 322.4 967.3 -234.5 -234.5
22.845 566.7 742.6 390.8 742.6 302.9 654.6 195.4 185.6 -127 371.3 -136.8 185.6 -254 390.8 302.9 859.8 263.8 527.6 -312.7 -312.7
22.85 439.7 517.8 390.8 586.2 332.2 635.1 390.8 254 263.8 791.4 -97.7 449.4 0 429.9 517.8 1045 175.9 361.5 -117.2 -117.2
22.855 195.4 390.8 273.6 390.8 205.2 459.2 361.5 195.4 420.1 830.5 -381 0 -156.3 117.2 498.3 1016 -19.54 146.6 0 0
22.86 -9.77 166.1 68.39 48.85 29.31 166.1 273.6 224.7 498.3 1241 -556.9 615.5 87.93 508.1 420.1 1055 -351.7 0 19.54 19.54
22.865 58.62 -68.39 87.93 -342 78.16 -117.2 312.7 68.39 713.2 1466 -214.9 -9.77 205.2 -19.54 556.9 820.7 -537.4 -214.9 166.1 166.1
22.87 29.31 -312.7 -146.6 -742.6 -156.3 -537.4 117.2 0 664.4 1583 -146.6 -254 185.6 -87.93 381 644.8 -820.7 -449.4 48.85 48.85
22.875 -58.62 -439.7 -459.2 -1055 -469 -723 -273.6 -156.3 498.3 1583 -205.2 -703.5 224.7 -351.7 156.3 429.9 -1211 -674.6 -175.9 -175.9
22.88 68.39 -439.7 -390.8 -928.2 -429.9 -596 -224.7 -58.62 713.2 1368 -127 -508.1 -224.7 -381 97.7 527.6 -1016 -635.6 29.31 29.31
22.885 -39.08 -9.77 -410.4 -615.5 -429.9 -234.5 -273.6 195.4 732.8 1505 -214.9 -312.7 68.39 9.77 29.31 615.5 -1075 -498.3 0 0
22.89 -156.3 -224.7 -605.8 -449.4 -605.8 -136.8 -351.7 156.3 693.7 1124 -644.8 -9.77 -527.6 -58.62 -58.62 537.4 -996.6 -547.6 -9.77 -9.77
22.895 -87.93 -117.2 -547.6 -312.7 -644.8 -39.08 -429.9 97.7 566.7 1221 -390.8 97.7 -234.5 -117.2 19.54 429.9 -918.4 -478.7 -68.39 -68.39
22.9 -146.6 9.77 -644.8 -146.6 -898.9 -68.39 -820.7 -175.9 185.6 850 -547.6 146.6 -234.5 -293.1 -78.16 -29.31 -987.3 -381 -469 -469
22.905 166.1 39.08 -361.5 -97.7 -791.4 -185.6 -1016 -439.7 -205.2 390.8 136.8 107.5 166.1 -390.8 -136.8 -390.8 -781.6 -449.4 -586.2 -586.2
22.91 556.9 478.7 175.9 254 -517.8 -19.54 -1036 -469 -508.1 224.7 -127 312.7 537.4 -185.6 -175.9 -566.7 -390.8 -68.39 -410.4 -410.4
22.915 889.1 683.9 664.4 508.1 -195.4 156.3 -1055 -586.2 -1036 -439.7 654.6 586.2 801.2 97.7 -254 -693.7 0 214.9 -312.7 -312.7
22.92 1329 859.8 1192 752.3 263.8 273.6 -810.9 -478.7 -1211 -664.4 850 732.8 1114 0 -449.4 -683.9 586.2 527.6 97.7 97.7
22.925 1163 742.6 1104 859.8 244.3 615.5 -703.5 -400.6 -1593 -977.5 596 1241 762.1 185.6 -469 -655.1 605.8 674.2 175.9 175.9
22.93 1426 713.2 1260 713.2 586.2 439.7 -214.9 -361.5 -1319 -1260 1114 830.5 644.8 -29.31 -342 -850 791.4 625.3 556.9 556.9
22.935 1163 547.1 1036 810.9 732.8 801.2 302.9 39.08 -879.8 -918.4 781.6 1260 791.4 156.3 -29.31 -566.7 537.4 879.3 801.2 801.2
22.94 918.4 381 586.2 527.6 605.8 547.1 713.2 -58.62 -381 -850 644.8 850 732.8 58.62 224.7 -771.9 78.16 596 840.3 840.3
22.945 556.9 322.4 410.4 547.1 683.9 713.2 1085 214.9 166.1 -390.8 547.1 1036 771.9 361.5 576.5 -371.3 -175.9 713.2 947.7 947.7
22.95 390.8 273.6 263.8 459.2 693.7 625.3 1407 244.3 644.8 -234.5 342 996.6 781.6 263.8 762.1 -244.3 -254 527.6 1036 1036
22.955 97.7 156.3 361.5 429.9 801.2 596 1544 322.4 898.9 -117.2 429.9 820.7 693.7 68.39 908.6 68.39 -205.2 615.5 1036 1036
22.96 87.93 107.5 644.8 527.6 947.7 674.2 1681 615.5 1104 78.16 537.4 918.4 810.9 9.77 1026 429.9 -19.54 713.2 1075 1075
22.965 -39.08 -263.8 596 166.1 918.4 302.9 1534 449.4 1094 48.85 342 293.1 674.2 -214.9 977 322.4 9.77 371.3 977 977
22.97 -97.7 -283.3 605.8 156.3 801.2 312.7 1368 644.8 957.5 234.5 371.3 214.9 683.9 -146.6 938 537.4 48.85 293.1 830.5 830.5
22.975 -263.8 -527.6 332.2 -146.6 488.5 19.54 1006 459.2 742.6 234.5 97.7 -263.8 478.7 -97.7 654.6 478.7 -58.62 -9.77 596 596
22.98 -185.6 -771.9 254 -381 400.6 -185.6 801.2 332.2 762.1 293.1 654.6 -429.9 469 -39.08 713.2 508.1 -136.8 -293.1 527.6 527.6
22.985 -195.4 -879.8 29.31 -771.9 175.9 -498.3 566.7 87.93 840.3 361.5 195.4 -810.9 439.7 -244.3 713.2 439.7 -361.5 -664.4 381 381
22.99 -214.9 -1163 -205.2 -996.6 -87.93 -674.6 381 48.85 1065 508.1 586.2 -693.7 586.2 -97.7 820.7 527.6 -605.8 -1006 381 381
22.995 -732.8 -1553 -898.9 -1514 -713.2 -1182 -185.6 -332.2 850 322.4 -283.3 -1114 -117.2 -566.7 566.7 224.7 -1201 -1495 -29.31 -29.31
23 -742.6 -1475 -996.6 -1534 -762.1 -1358 -322.4 -381 889.1 283.3 -322.4 -987.3 410.4 -508.1 635.1 127 -1182 -1612 -127 -127
23.005 -1309 -1651 -1671 -1514 -1416 -1397 -1025 -556.9 283.3 -107.5 -762.1 -879.8 -283.3 -713.2 136.8 -224.7 -1573 -1866 -693.7 -693.7
23.01 -1025 -1329 -1524 -1416 -1397 -1466 -1240 -791.4 -39.08 -342 -703.5 -781.6 -156.3 -449.4 -175.9 -390.8 -1406 -1798 -908.6 -908.6
23.015 -947.7 -1045 -1446 -1055 -1436 -1192 -1475 -830.5 -469 -566.7 -459.2 -674.6 -293.1 -566.7 -420.1 -625.3 -1133 -1416 -1094 -1094
23.02 -713.2 -596 -1094 -762.1 -1446 -1016 -1690 -957.5 -879.8 -693.7 -420.1 -703.5 -420.1 -469 -810.9 -752.3 -889.1 -1094 -1260 -1260
23.025 -302.9 -117.2 -508.1 -449.4 -1104 -801.2 -1661 -1025 -1094 -771.9 -58.62 -644.8 -390.8 -449.4 -781.6 -869.6 -459.2 -527.6 -1280 -1280
23.03 0 361.5 107.5 48.85 -674.6 -488.5 -1524 -1085 -1172 -967.8 449.4 -566.7 -273.6 -400.6 -635.6 -947.7 107.5 -185.6 -1124 -1124
23.035 361.5 615.5 469 195.4 -429.9 -361.5 -1358 -1064 -1163 -1006 185.6 -615.5 -68.39 -429.9 -517.8 -957.5 410.4 175.9 -957.5 -957.5
23.04 283.3 615.5 547.1 214.9 -342 -283.3 -1250 -1036 -1192 -1064 556.9 -625.3 29.31 -449.4 -420.1 -918.4 478.7 195.4 -898.9 -898.9
23.045 273.6 498.3 488.5 48.85 -263.8 -283.3 -1025 -957.5 -996.6 -1006 332.2 -732.8 302.9 -410.4 -312.7 -801.2 439.7 107.5 -674.6 -674.6
23.05 390.8 459.2 263.8 78.16 -322.4 -166.1 -889.1 -683.9 -869.6 -762.1 136.8 -351.7 -302.9 97.7 -439.7 -449.4 390.8 48.85 -469 -469
23.055 322.4 254 166.1 -185.6 -175.9 -400.6 -762.1 -655.1 -605.8 -498.3 850 -752.3 459.2 -371.3 -342 -439.7 214.9 -146.6 -361.5 -361.5
23.06 136.8 107.5 -127 -254 -342 -429.9 -830.5 -674.6 -703.5 -732.8 -254 -459.2 87.93 -19.54 -576.5 -361.5 -19.54 -263.8 -400.6 -400.6
23.065 19.54 -48.85 -214.9 -293.1 -263.8 -469 -801.2 -635.6 -791.4 -850 586.2 -332.2 381 -136.8 -625.3 -322.4 -78.16 -273.6 -410.4 -410.4
23.07 -263.8 -195.4 -332.2 -342 -254 -439.7 -635.6 -635.6 -810.9 -928.2 -312.7 -488.5 351.7 -400.6 -566.7 -342 -175.9 -273.6 -293.1 -293.1
23.075 -254 -39.08 -322.4 -107.5 -166.1 -136.8 -381 -420.1 -947.7 -1064 -48.85 -175.9 361.5 -127 -635.6 -254 -78.16 9.77 -156.3 -156.3
23.08 48.85 48.85 127 224.7 390.8 214.9 166.1 -9.77 -527.6 -664.4 381 -97.7 508.1 -117.2 -332.2 9.77 332.2 361.5 312.7 312.7
23.085 302.9 87.93 547.1 439.7 801.2 556.9 605.8 478.7 -146.6 -195.4 459.2 146.6 478.7 224.7 -175.9 263.8 556.9 508.1 762.1 762.1
23.09 332.2 185.6 957.5 693.7 1163 810.9 898.9 879.3 107.5 234.5 996.6 -175.9 664.4 273.6 0 478.7 918.4 635.1 1231 1231
23.095 302.9 136.8 1085 615.5 1143 820.7 947.7 1153 312.7 801.2 517.8 136.8 244.3 478.7 -58.62 644.8 908.6 596 1505 1505
23.1 29.31 244.3 967.3 635.1 986.8 908.6 859.8 1397 342 1309 312.7 78.16 -166.1 469 29.31 820.7 869.6 752.3 1563 1563
23.105 146.6 -87.93 928.2 283.3 957.5 537.4 898.9 1212 508.1 1485 322.4 -205.2 312.7 185.6 19.54 683.9 840.3 449.4 1632 1632
23.11 39.08 -156.3 508.1 107.5 713.2 361.5 674.2 1094 488.5 1573 87.93 -68.39 195.4 195.4 185.6 723 566.7 351.7 1407 1407
23.115 -58.62 -498.3 58.62 -263.8 342 -107.5 332.2 508.1 302.9 1124 205.2 -175.9 351.7 97.7 29.31 293.1 175.9 -195.4 869.6 869.6
23.12 -29.31 -351.7 127 -410.4 351.7 -429.9 293.1 117.2 332.2 742.6 723 -469 781.6 -293.1 175.9 97.7 127 -293.1 527.6 527.6
23.125 -273.6 -508.1 -185.6 -615.5 48.85 -771.9 -146.6 -390.8 -9.77 224.7 586.2 -596 537.4 -478.7 -68.39 -214.9 -400.6 -644.8 -68.39 -68.39
23.13 -332.2 -410.4 -263.8 -830.5 -48.85 -1104 -224.7 -810.9 -166.1 -166.1 195.4 -908.6 351.7 -810.9 -263.8 -488.5 -342 -713.2 -244.3 -244.3
23.135 -312.7 -498.3 -273.6 -840.3 -29.31 -1201 -293.1 -1094 -400.6 -791.4 156.3 -1104 244.3 -1064 -410.4 -752.3 -420.1 -605.8 -459.2 -459.2
23.14 -400.6 -410.4 -498.3 -840.3 -205.2 -1221 -547.6 -1221 -859.8 -1201 -381 -987.3 -420.1 -850 -723 -908.6 -410.4 -459.2 -713.2 -713.2
23.145 -224.7 -361.5 -254 -732.8 127 -1064 -312.7 -1280 -840.3 -1681 -312.7 -820.7 -312.7 -752.3 -596 -1064 -97.7 -332.2 -605.8 -605.8
23.15 -78.16 -185.6 -117.2 -459.2 312.7 -771.9 -254 -1055 -898.9 -1885 97.7 -439.7 -58.62 -381 -498.3 -1055 78.16 -97.7 -556.9 -556.9
23.155 244.3 -39.08 78.16 -361.5 517.8 -683.9 -127 -1231 -957.5 -2384 566.7 -469 58.62 -586.2 -361.5 -1329 371.3 -107.5 -517.8 -517.8
23.16 127 214.9 -234.5 -146.6 156.3 -469 -429.9 -1075 -1182 -2335 136.8 -224.7 234.5 -547.6 -537.4 -1231 48.85 -19.54 -889.1 -889.1
23.165 107.5 273.6 -273.6 -78.16 9.77 -293.1 -498.3 -1104 -1201 -2442 254 -136.8 332.2 -547.6 -420.1 -1172 0 -87.93 -1075 -1075
23.17 97.7 605.8 -361.5 332.2 -214.9 175.9 -556.9 -732.8 -1201 -2003 19.54 -156.3 342 -390.8 -488.5 -703.5 -48.85 214.9 -1075 -1075
23.175 166.1 654.6 -127 273.6 -107.5 185.6 -351.7 -517.8 -859.8 -1250 97.7 175.9 586.2 9.77 -254 -302.9 156.3 254 -859.8 -859.8
23.18 175.9 654.6 -244.3 273.6 -322.4 254 -381 -361.5 -869.6 -1025 -127 -136.8 429.9 -107.5 -381 -234.5 156.3 273.6 -762.1 -762.1
23.185 390.8 703.5 136.8 195.4 -185.6 175.9 -185.6 -195.4 -703.5 -566.7 48.85 -420.1 293.1 -234.5 -214.9 9.77 342 293.1 -478.7 -478.7
23.19 224.7 205.2 -156.3 -332.2 -449.4 -254 -400.6 -332.2 -810.9 -655.1 -48.85 -732.8 293.1 -635.6 -351.7 -185.6 58.62 -205.2 -508.1 -508.1
