    T[sec] F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  P4  T6  O1  O2 
0.925 -11.78 -16 -1.124 -2.517 -11.06 -11.51 3.236 5.933 1.376 3.685 -3.869 14.1 12.85 7.101 14.92
0.93 -15.1 -18.34 -1.753 -3.281 -10.65 -12.09 0.4944 5.348 0.9888 5.573 -2.235 15.56 14.74 11.6 17.98
0.935 -14.74 -16.9 -5.483 -5.843 -8.135 -10.56 -5.258 0.2697 -1.505 5.753 -0.3439 10.49 12.22 13.48 14.92
0.94 -11.69 -12.9 -10.29 -8.584 -5.034 -7.955 -11.46 -6.876 -4.815 4.854 0.9458 0.3439 5.303 11.96 7.011
0.945 -7.91 -8.449 -13.44 -9.798 -2.876 -5.798 -15.42 -12.99 -7.265 3.146 0.8598 -10.23 -3.506 7.281 -2.607
0.95 -4.494 -5.169 -13.12 -8.539 -2.157 -4.809 -15.55 -15.37 -7.781 1.079 -0.4299 -16.34 -10.88 1.708 -9.348
0.955 -1.708 -3.056 -8.989 -5.124 -1.933 -4.18 -11.19 -12.58 -5.761 -0.4494 -1.806 -15.3 -13.75 -1.798 -9.888
0.96 1.079 -0.809 -2.247 -0.5843 -0.809 -2.337 -3.056 -5.124 -1.634 -0.8989 -1.376 -9.028 -12.49 -1.618 -4.854
0.965 4.225 2.472 4.584 3.506 2.202 1.663 6.202 3.82 2.794 0 1.29 -2.493 -10.34 0.8989 0.809
0.97 7.011 6.292 9.079 5.843 6.292 6.787 13.53 10.79 5.632 1.618 5.073 0.5159 -10.34 2.697 2.787
0.975 7.91 8.719 10.65 6.472 9.124 10.47 17.21 14.16 6.405 2.607 7.48 0.4299 -12.49 1.528 0.6292
0.98 5.933 8.449 10.43 6.382 8.989 10.7 17.26 14.65 6.277 2.067 7.394 0.08598 -13.75 -1.978 -2.427
0.985 2.247 6.022 9.708 6.112 6.337 7.955 14.25 13.35 6.491 0.3596 5.503 1.29 -11.87 -5.393 -3.685
0.99 -0.3596 3.685 8.315 5.618 3.596 4.764 8.629 10.65 7.093 -1.528 3.525 3.181 -7.101 -6.112 -2.697
0.995 0 3.506 5.933 4.674 2.607 3.281 1.483 6.697 7.437 -2.607 2.751 4.213 -1.708 -3.955 -0.9888
1 2.427 5.303 2.517 3.461 3.281 3.596 -5.483 2.022 6.534 -2.607 2.837 3.611 1.978 -1.079 -0.5393
1.005 4.674 6.787 -1.618 2.022 4.135 4.135 -10.65 -2.742 3.783 -2.247 2.665 2.149 2.966 0.1798 -2.067
1.01 4.315 5.618 -5.933 0 3.91 3.551 -12.94 -6.517 0 -1.798 1.72 1.634 2.607 0.08989 -3.506
1.015 1.618 1.888 -9.034 -2.247 2.787 2.022 -11.73 -7.82 -2.751 -1.079 0.7738 3.611 3.416 0.809 -2.067
1.02 -1.528 -2.067 -9.798 -3.865 1.843 0.8539 -7.64 -6.067 -2.88 0.7191 1.032 7.222 6.202 4.045 2.697
1.025 -3.236 -3.865 -8.36 -4.27 1.798 0.8539 -2.966 -3.011 -0.7738 3.056 2.064 9.544 9.348 8.449 7.551
1.03 -2.966 -3.416 -6.247 -3.685 1.933 0.9438 -0.6742 -1.348 1.462 4.404 2.407 8.254 10.34 10.97 8.899
1.035 -2.607 -2.831 -4.989 -2.742 0.4494 -0.764 -1.978 -2.472 2.106 3.236 0.5159 3.353 8.719 9.438 6.202
1.04 -3.775 -4.27 -5.079 -1.933 -3.191 -5.079 -6.112 -5.753 0.8168 -0.4494 -3.525 -2.665 5.753 4.944 1.528
1.045 -6.202 -7.775 -6.517 -2.112 -7.461 -10.2 -11.28 -9.888 -1.634 -4.854 -7.394 -8.082 2.966 0.5393 -2.787
1.05 -7.461 -11.06 -9.303 -3.551 -9.393 -12.9 -15.87 -13.66 -4.127 -7.371 -8.684 -11.95 0.9888 -1.169 -5.753
1.055 -6.112 -11.51 -12.4 -5.483 -7.685 -11.46 -18.07 -15.78 -5.503 -7.011 -7.136 -13.93 -0.3596 -0.3596 -7.011
1.06 -2.787 -8.719 -13.98 -6.382 -3.775 -7.101 -16.76 -15.42 -5.374 -4.764 -4.471 -14.01 -1.618 0.7191 -7.371
1.065 0.2697 -4.584 -12.85 -5.483 -0.4045 -2.787 -12.67 -12.9 -4.299 -2.966 -2.923 -12.81 -3.236 -0.2697 -7.461
1.07 1.708 -1.528 -9.124 -3.281 0.5393 -0.809 -7.955 -9.573 -3.224 -2.966 -3.611 -11.18 -5.124 -3.596 -7.281
1.075 1.888 -0.3146 -3.775 -0.4944 -0.4494 -1.393 -4.404 -6.202 -2.149 -4.494 -5.589 -9.372 -6.472 -7.461 -6.382
1.08 2.247 0.04494 1.978 2.382 -1.888 -3.011 -2.247 -2.876 -0.7308 -5.663 -7.222 -7.308 -7.011 -9.978 -4.764
1.085 3.685 0.809 6.742 5.124 -2.067 -3.865 -0.7191 0.04494 0.9888 -5.483 -7.394 -5.245 -7.191 -11.24 -3.506
1.09 5.303 1.708 9.213 7.146 -0.8539 -3.461 1.124 2.427 2.536 -4.315 -6.362 -3.181 -7.371 -12.13 -3.326
1.095 5.483 1.798 9.393 8.18 0.4494 -2.247 4.404 4.674 3.697 -3.146 -4.815 -0.6019 -7.191 -13.03 -3.326
1.1 3.326 0.6742 8.315 8.225 0.9438 -0.6742 8.629 7.056 4.428 -2.876 -3.267 2.751 -5.933 -13.12 -2.607
1.105 0.3596 -0.4494 6.742 7.281 0.8539 1.348 11.69 8.854 4.686 -3.056 -1.376 5.589 -3.596 -11.06 -1.528
1.11 -0.809 0.04494 4.899 5.303 1.348 4.18 11.6 8.989 4.17 -2.337 1.118 6.792 -1.079 -6.382 -0.809
1.115 0.809 3.011 3.371 3.236 2.966 7.101 9.034 7.955 3.439 0.1798 4.299 7.05 1.888 0.08989 0.3596
1.12 3.685 7.146 3.236 2.292 4.989 8.989 6.831 7.416 3.267 4.404 7.566 8.254 5.753 6.742 3.685
1.125 4.944 9.888 4.764 2.697 6.427 9.169 7.101 8.315 3.869 8.899 10.4 11.26 10.43 12.31 9.618
1.13 3.506 9.483 6.472 3.236 6.787 8.135 9.393 9.978 4.729 11.96 12.64 15.3 15.28 16.36 16.72
1.135 0.08989 6.337 6.472 2.562 6.112 6.921 11.33 10.92 5.417 13.03 13.93 18.74 19.15 18.97 22.47
1.14 -3.056 2.517 3.82 0.4944 4.674 6.022 10.61 9.798 5.417 12.49 14.19 19.95 20.85 20.13 24.36
1.145 -4.494 -0.1798 -1.213 -2.427 2.831 5.213 6.427 6.022 4.385 11.33 13.07 18.06 19.87 19.6 21.3
1.15 -4.225 -1.348 -7.056 -5.393 0.9438 3.82 0.08989 0.3596 2.192 10.07 10.92 13.67 16.81 17.62 15.19
1.155 -3.596 -1.708 -11.1 -7.236 -0.809 1.753 -5.348 -4.809 -0.129 8.899 8.168 9.028 13.39 14.83 9.798
1.16 -3.775 -2.067 -11.46 -7.011 -2.382 -0.2247 -7.506 -7.191 -1.591 7.551 5.503 5.933 10.88 12.13 7.461
1.165 -4.764 -2.562 -8.449 -5.124 -3.326 -1.348 -6.562 -6.831 -2.021 5.663 3.353 3.869 8.539 9.528 6.742
1.17 -5.393 -2.966 -4.404 -2.831 -3.596 -1.618 -4.854 -5.573 -2.149 3.236 1.204 1.118 4.494 6.472 4.494
1.175 -5.213 -3.056 -1.483 -1.034 -3.91 -2.202 -4.315 -5.124 -2.493 0.5393 -1.376 -3.267 -1.708 2.247 -1.079
1.18 -4.494 -3.011 -0.2247 0.1348 -5.034 -4.404 -5.348 -5.888 -3.009 -1.888 -5.073 -8.942 -8.629 -3.506 -8.899
1.185 -3.955 -3.146 -0.2697 0.809 -6.921 -7.82 -7.416 -7.506 -3.697 -4.225 -9.458 -14.7 -14.29 -10.25 -16.81
1.19 -3.416 -3.191 -0.9888 0.9888 -8.449 -10.52 -9.753 -9.124 -4.514 -6.562 -13.41 -19.09 -17.08 -16.99 -22.38
1.195 -1.978 -2.292 -1.303 1.079 -8.404 -10.47 -10.7 -9.258 -4.858 -8.719 -15.56 -20.64 -16.9 -21.75 -24
1.2 0.5393 0.4045 0.3146 2.022 -6.202 -6.876 -8.404 -6.652 -4.17 -9.708 -14.79 -18.83 -15.1 -23.28 -21.93
1.205 3.775 4.719 4.315 4.045 -2.022 -0.8989 -2.202 -1.483 -2.536 -8.719 -10.75 -14.87 -13.75 -21.21 -18.07
1.21 6.562 9.258 9.483 6.292 3.056 5.393 6.382 4.629 -0.5589 -5.753 -4.385 -10.23 -13.48 -16.45 -13.93
1.215 8 12.31 13.93 7.551 7.506 9.933 15.01 10.29 1.505 -1.618 2.235 -5.417 -12.67 -10.97 -9.438
1.22 7.371 12.94 16.13 7.326 9.708 11.73 21.08 14.52 3.568 1.798 6.792 0 -9.169 -6.562 -3.865
1.225 5.573 11.42 15.42 5.618 9.124 10.92 22.43 16.49 5.073 2.966 8.254 5.847 -2.787 -4.404 2.517
1.23 3.865 8.764 12.22 2.742 6.427 8.584 18.88 15.78 5.46 1.528 6.792 11.18 4.315 -3.775 8.539
1.235 2.787 6.247 8.225 -0.1798 2.966 5.663 12.54 12.99 4.944 -0.809 4.299 15.05 9.798 -2.966 13.12
1.24 2.067 4.494 5.034 -2.112 -0.04494 3.146 6.472 9.528 4.17 -2.247 2.493 16.42 12.13 -0.4494 15.19
1.245 0.9888 3.281 2.787 -2.831 -1.663 1.888 2.337 5.978 3.482 -1.528 2.235 14.87 11.33 3.506 14.02
1.25 -0.1798 2.247 0.3596 -3.191 -1.573 2.202 -0.08989 2.652 2.837 0.8989 3.353 11.18 9.348 7.551 10.43
1.255 -1.169 1.124 -2.202 -3.416 -0.4494 3.371 -0.9888 0.4944 2.321 3.775 4.901 7.738 8.449 10.52 7.011
1.26 -1.888 0 -3.551 -3.281 0.4494 4.09 0 0.7191 2.235 5.933 6.191 7.05 9.618 12.4 6.652
1.265 -2.697 -1.124 -2.697 -2.787 0.6292 3.416 2.652 2.921 2.364 6.921 6.878 9.286 12.13 13.84 9.978
1.27 -3.865 -2.607 -0.6292 -2.787 0.08989 1.348 5.708 5.348 2.192 7.281 7.308 12.72 14.2 15.64 15.19
1.275 -5.483 -4.494 0.2247 -3.91 -0.764 -1.034 7.191 6.112 1.591 7.73 7.652 15.3 15.28 17.62 19.78
1.28 -7.191 -6.337 -1.753 -5.888 -1.798 -2.652 5.978 4.404 0.6878 8.539 7.652 15.65 15.37 18.79 21.66
1.285 -8.18 -7.64 -6.337 -7.955 -2.607 -2.966 2.112 0.6292 -0.5589 9.258 7.222 13.24 14.11 18.25 19.33
1.29 -7.461 -8.09 -11.1 -9.393 -3.101 -2.472 -2.607 -3.82 -2.364 8.809 6.105 8.512 10.97 15.46 13.66
1.295 -5.753 -8.09 -12.9 -9.573 -3.775 -2.742 -5.528 -7.056 -4.342 7.011 3.783 3.181 6.112 11.24 7.191
1.3 -4.584 -8.584 -10.38 -8.494 -5.483 -4.989 -5.124 -7.64 -5.847 3.775 0.08598 -1.376 0.4494 6.292 2.337
1.305 -4.764 -10.11 -5.798 -7.191 -8.225 -9.034 -2.921 -6.562 -6.835 -0.2697 -4.815 -4.815 -4.764 0.9888 -0.7191
1.31 -5.663 -12.09 -3.056 -6.876 -11.06 -13.21 -2.112 -5.933 -7.652 -4.225 -9.888 -7.652 -8.629 -4.315 -3.326
1.315 -5.663 -12.9 -4.09 -7.64 -12.54 -15.46 -4.27 -6.517 -8.34 -7.191 -13.58 -9.888 -10.97 -8.899 -6.202
1.32 -3.416 -10.88 -6.921 -8.225 -11.6 -14.38 -7.775 -7.416 -8.469 -8.449 -14.53 -11.52 -12.4 -11.78 -9.348
1.325 0.6292 -5.798 -8.225 -7.551 -8 -10.02 -9.753 -7.461 -7.953 -8.27 -12.81 -13.15 -14.38 -12.85 -13.03
1.33 5.483 0.7191 -6.067 -5.438 -2.742 -3.865 -8.629 -6.337 -6.878 -7.461 -9.544 -15.13 -17.53 -13.03 -16.99
1.335 8.989 6.517 -0.809 -2.292 2.022 1.798 -4.764 -4.045 -5.116 -7.191 -6.964 -16.85 -20.58 -13.66 -20.13
1.34 10.43 9.843 5.528 1.528 4.584 5.169 -0.04494 -0.9888 -2.321 -7.91 -6.277 -17.37 -21.48 -15.37 -21.57
1.345 10.34 10.74 10.7 5.573 4.854 5.978 3.011 1.933 1.032 -9.258 -6.964 -16.42 -19.51 -17.71 -21.75
1.35 10.16 10.29 13.26 8.719 4.315 5.348 3.461 4.045 4.213 -9.708 -7.394 -14.44 -15.64 -18.97 -21.12
1.355 10.61 9.753 13.26 10.38 4.449 4.719 2.517 5.303 6.534 -8.27 -6.191 -12.04 -11.33 -17.8 -19.6
1.36 11.06 9.483 11.73 10.34 5.573 4.764 1.888 6.157 7.652 -5.483 -3.525 -9.544 -7.73 -14.29 -17.26
1.365 10.25 8.944 9.079 8.584 6.787 5.258 1.933 6.067 7.136 -2.966 -0.9458 -7.824 -5.393 -10.25 -14.65
1.37 8 7.506 5.258 5.393 7.011 5.348 1.438 4.36 4.858 -2.337 0 -7.136 -4.135 -7.73 -12.49
1.375 4.944 5.034 1.124 1.798 5.618 4.225 -0.1798 1.663 1.763 -3.596 -0.9458 -6.62 -2.697 -7.101 -10.34
1.38 1.798 2.112 -1.663 -0.5843 2.876 1.843 -2.247 -0.4045 -0.8598 -5.303 -2.837 -5.503 -0.5393 -7.101 -7.551
1.385 -0.8989 -0.7191 -2.652 -1.528 -0.2247 -1.213 -4.315 -1.573 -2.579 -5.663 -4.385 -4.213 1.708 -6.292 -4.854
1.39 -3.146 -3.596 -3.326 -2.022 -3.056 -4.449 -6.831 -3.011 -3.955 -4.225 -5.159 -3.783 3.056 -4.404 -3.056
1.395 -5.573 -7.056 -5.663 -3.326 -5.888 -8.09 -10.65 -6.157 -5.675 -2.247 -6.105 -4.643 2.876 -2.427 -2.517
1.4 -8.539 -11.1 -10.43 -5.753 -9.213 -12.31 -15.78 -11.01 -8.082 -1.348 -7.824 -6.191 1.708 -1.438 -2.787
1.405 -11.24 -15.01 -16.4 -8.944 -12.4 -16.27 -20.99 -16.36 -10.75 -2.247 -9.716 -7.652 0.08989 -1.708 -3.596
1.41 -12.31 -17.21 -21.44 -11.91 -13.84 -18.2 -24.18 -19.96 -12.9 -3.506 -10.15 -8.254 -1.258 -1.708 -4.225
1.415 -10.97 -16.36 -23.01 -13.21 -12.31 -16.58 -23.01 -19.6 -13.11 -3.236 -7.652 -6.964 -1.798 0.2697 -3.506
1.42 -7.73 -12.36 -20.04 -11.78 -8.36 -11.73 -17.3 -15.01 -10.79 -0.6292 -2.837 -3.869 -1.438 4.315 -0.8989
1.425 -4.494 -6.966 -14.2 -8.045 -3.82 -5.798 -9.753 -8.899 -6.921 2.697 1.72 -0.4299 -0.6292 8.18 2.157
1.43 -2.607 -2.787 -8.584 -3.955 -0.809 -1.483 -3.91 -4.539 -3.353 4.764 3.697 1.978 -0.1798 9.348 4.225
1.435 -2.697 -1.393 -4.989 -1.034 -0.04494 0 -0.8539 -2.652 -1.118 4.584 2.751 3.697 0 7.101 5.303
1.44 -4.045 -2.247 -2.831 0.5843 -0.5843 -0.04494 1.348 -1.124 0.3439 2.966 1.032 5.503 0.809 3.685 6.112
1.445 -4.854 -3.101 -0.4944 1.798 -0.08989 0.6742 4.989 2.022 1.806 1.978 1.376 7.566 1.618 1.618 6.742
1.45 -3.326 -1.753 2.697 3.371 2.607 3.82 9.708 6.517 3.525 2.337 4.557 8.512 1.438 2.157 6.562
1.455 0.3596 2.247 6.652 5.843 6.517 8.09 13.12 10.16 5.073 3.236 8.168 7.222 -0.08989 3.865 5.213
1.46 4.674 7.281 10.25 8.944 9.079 10.61 12.9 10.79 5.761 2.966 9.028 3.525 -2.607 3.955 2.517
1.465 7.371 10.74 12.09 11.37 8.584 9.483 8.584 7.82 5.073 0.7191 5.589 -1.376 -4.944 0.809 -0.9888
1.47 7.64 11.06 11.55 11.64 5.933 5.843 2.742 3.191 3.396 -2.517 0 -5.073 -5.843 -3.955 -3.955
1.475 6.202 9.169 9.843 9.888 3.506 2.966 -0.2697 0.809 2.45 -4.404 -3.611 -4.299 -3.865 -6.831 -3.685
1.48 4.315 7.326 9.303 7.91 3.416 3.73 2.382 3.416 3.869 -3.056 -2.149 1.806 1.169 -4.674 1.169
1.485 3.326 7.416 11.15 7.236 6.292 8.449 9.708 10.07 7.351 1.258 4.213 11.09 7.461 2.067 9.079
1.49 3.775 9.169 14.38 7.91 10.74 14.65 17.35 16.72 10.88 6.652 12.47 19.17 12.67 10.34 16.54
1.495 4.944 10.88 16.72 8.764 14.07 18.61 21.53 19.69 12.21 10.97 18.49 22.96 15.46 16.09 20.76
1.5 5.303 10.61 16.27 8.404 14.11 18.02 20.72 17.71 10.36 12.49 19.52 21.41 15.55 17.17 20.58
1.505 4.225 7.596 11.91 5.798 10.65 13.08 15.69 11.33 5.675 11.06 15.82 15.91 13.3 14.02 16.27
1.51 2.067 2.742 4.135 1.034 5.079 6.022 7.955 2.472 -0.2149 7.371 9.286 8.856 9.798 8.899 10.07
1.515 -0.3596 -2.247 -4.584 -4.225 -0.7191 -0.9438 -0.08989 -5.843 -5.073 3.146 2.579 3.353 7.101 4.674 5.573
1.52 -2.607 -6.067 -11.06 -7.596 -5.393 -6.517 -6.292 -11.1 -7.136 0 -2.407 1.376 6.742 2.697 5.124
1.525 -4.315 -8.225 -13.48 -8.045 -7.865 -9.978 -9.978 -12.63 -6.534 -0.9888 -4.815 2.235 8.36 2.697 7.371
1.53 -4.944 -8.944 -12.58 -6.652 -7.91 -11.1 -11.91 -11.96 -5.03 0.1798 -4.729 3.181 9.978 3.146 8.899
1.535 -4.494 -8.404 -10.25 -4.854 -6.202 -10.11 -12.99 -10.7 -4.256 2.067 -3.439 1.978 9.438 2.966 7.191
1.54 -3.326 -6.697 -7.73 -3.371 -4 -7.551 -13.21 -9.708 -4.557 3.236 -2.407 -2.064 5.663 1.528 1.978
1.545 -1.708 -3.91 -5.258 -1.978 -2.157 -4.18 -12 -8.809 -5.331 2.697 -2.407 -8.168 -0.6292 -0.9888 -4.764
1.55 0.08989 -0.5843 -2.067 -0.04494 -0.6742 -0.6742 -8.36 -7.101 -5.503 0.9888 -3.009 -13.67 -7.191 -4.045 -10.16
1.555 2.157 2.517 2.742 3.101 0.6292 2.427 -1.753 -3.236 -3.912 -0.3596 -3.267 -15.91 -11.42 -6.652 -11.87
1.56 3.955 4.854 9.303 7.371 1.843 4.854 6.742 2.876 -0.6019 -0.809 -2.665 -14.1 -12.49 -8.18 -10.52
1.565 5.393 6.202 15.6 11.24 2.831 6.427 13.66 8.854 2.751 -0.4494 -1.548 -10.4 -12.13 -8.989 -9.348
1.57 6.562 6.742 18.92 12.76 3.416 7.056 15.64 11.73 4.256 -0.4494 -0.8598 -7.996 -12.49 -9.169 -10.61
1.575 7.371 6.966 18.43 11.64 3.416 6.697 12.81 11.1 3.525 -0.9888 -1.032 -7.652 -14.29 -8.809 -13.39
1.58 7.551 7.326 16.04 9.438 2.921 5.573 8.719 9.213 2.064 -1.348 -1.548 -7.996 -15.82 -7.73 -14.29
1.585 7.011 7.64 14.25 7.865 2.472 4.404 6.831 8.27 1.419 -0.3596 -1.376 -7.05 -15.64 -6.112 -11.96
1.59 6.022 7.461 13.44 7.236 2.562 3.73 7.281 8.404 1.763 1.798 0 -4.471 -13.39 -4.315 -7.281
1.595 4.584 6.337 12.4 6.607 3.011 3.685 7.685 8.27 2.364 3.955 1.978 -0.9458 -9.528 -2.607 -2.157
1.6 2.876 4.494 9.888 5.438 3.236 3.91 5.978 6.787 2.665 4.854 3.525 2.665 -5.124 -0.809 1.798
1.605 1.438 2.831 6.022 3.506 3.461 4.584 2.517 4.36 2.579 4.584 4.643 5.847 -0.4494 1.618 4.674
1.61 1.258 2.517 2.517 1.618 4.674 6.382 0.5843 3.191 2.923 4.584 6.277 9.2 4.404 5.393 7.82
1.615 2.697 3.955 1.843 0.809 7.236 9.618 3.775 5.708 5.073 6.202 9.028 13.84 10.34 10.16 12.4
1.62 4.944 6.427 4.854 1.753 10.25 13.35 12.09 11.91 9.114 8.899 12.38 19.43 16.54 14.29 17.26
1.625 6.652 8.225 8.944 3.236 12.04 15.73 20.4 17.84 13.2 10.43 14.19 23.04 20.94 15.46 19.51
1.63 6.652 7.775 9.843 3.101 11.15 14.97 22.16 18.65 14.83 8.629 12.64 22.18 21.84 12.85 17.35
1.635 4.764 4.674 5.213 0.5393 7.191 10.47 15.15 12.76 13.11 3.955 7.652 17.02 19.51 7.91 12.58
1.64 1.348 0.04494 -3.281 -3.281 1.438 3.461 3.056 2.921 9.157 -0.4494 1.634 10.49 16 3.506 8.899
1.645 -2.607 -4.719 -12.36 -7.101 -3.865 -3.685 -8.36 -6.831 4.643 -1.978 -2.751 4.987 12.76 1.258 7.64
1.65 -6.112 -8.854 -19.46 -10.43 -7.236 -9.079 -15.73 -14.38 0.172 -0.08989 -4.643 0.7738 9.708 0.8989 7.371
1.655 -8.989 -12.4 -23.82 -13.26 -8.764 -12.31 -19.01 -19.24 -3.955 2.427 -5.245 -3.181 6.022 0.4494 5.753
1.66 -11.42 -15.37 -25.57 -15.24 -9.708 -14.16 -19.91 -21.93 -7.824 2.787 -6.62 -8.168 1.169 -2.067 1.438
1.665 -13.12 -17.35 -24.9 -15.69 -10.79 -15.19 -19.91 -22.97 -11.13 0.4494 -9.458 -14.1 -4.404 -6.831 -5.034
1.67 -13.21 -17.53 -21.98 -14.11 -11.51 -15.24 -18.74 -22.02 -13.2 -2.337 -12.47 -19.17 -9.798 -11.6 -11.33
1.675 -11.33 -15.24 -16.58 -10.34 -11.01 -14.02 -15.01 -18.16 -13.28 -2.697 -13.58 -20.89 -13.39 -13.66 -14.65
1.68 -7.91 -10.97 -9.079 -4.899 -9.169 -11.51 -8.36 -11.33 -11.05 -0.2697 -12.12 -18.31 -14.56 -12.13 -13.84
1.685 -4.225 -6.112 -1.258 0.5843 -6.427 -8.18 -0.5393 -3.416 -7.394 2.247 -9.028 -12.81 -14.2 -8.27 -10.61
1.69 -0.9888 -2.067 4.899 4.584 -3.326 -4.494 5.933 3.146 -3.439 1.708 -5.761 -6.878 -13.57 -4.674 -6.921
1.695 1.348 0.764 9.034 6.921 -0.3146 -0.7191 10.7 8 0.3869 -2.607 -2.923 -1.376 -12.49 -2.427 -3.236
1.7 2.607 3.101 12.27 8.719 2.517 3.056 15.01 12.04 4.471 -8.09 0 4.041 -10.61 -0.6292 0.809
1.705 3.056 5.348 15.15 10.34 5.393 6.427 19.24 15.6 8.211 -11.06 3.869 9.286 -7.82 1.888 4.854
1.71 2.787 7.146 16.54 10.97 7.685 8.539 21.71 17.39 10.53 -9.888 7.996 13.41 -4.674 5.753 8
1.715 1.888 7.551 15.01 9.618 8.225 8.045 20.27 16.49 10.83 -6.742 10.66 15.73 -1.438 9.528 9.798
1.72 0.4494 5.978 10.61 6.562 6.022 4.674 14.47 12.99 9.587 -5.034 10.15 15.99 1.888 11.06 10.25
1.725 -1.079 3.011 4.674 2.831 1.843 -0.2247 5.573 7.73 7.695 -6.652 6.448 14.1 4.944 8.809 9.079
1.73 -1.708 0.08989 -1.303 -0.6292 -2.022 -4.494 -4.09 1.708 5.503 -10.61 1.462 10.15 6.921 3.685 5.573
1.735 -0.9888 -1.258 -6.247 -3.371 -3.82 -6.517 -12.31 -3.91 3.138 -14.02 -2.923 4.729 7.551 -1.888 0.1798
1.74 0.5393 -0.764 -9.708 -5.348 -3.236 -6.202 -17.71 -8.539 0.5159 -14.92 -5.589 -1.29 6.921 -5.933 -6.202
1.745 2.427 0.8989 -12 -6.966 -1.438 -4.764 -20.4 -11.96 -2.278 -13.75 -6.878 -7.308 5.393 -7.73 -12.58
1.75 3.955 2.427 -13.53 -8.584 -0.04494 -3.506 -20.9 -14.11 -4.944 -12.4 -7.652 -12.38 3.506 -8.27 -17.17
1.755 4.674 2.966 -13.57 -9.438 -0.1348 -3.236 -18.97 -14.25 -6.319 -11.87 -7.996 -14.87 2.157 -8.27 -18.52
1.76 4.225 2.337 -11.51 -8.719 -1.438 -3.955 -14.7 -11.96 -6.019 -11.78 -7.652 -14.19 1.798 -7.91 -16.54
1.765 2.517 0.809 -8.09 -6.831 -2.876 -5.124 -9.843 -8.809 -5.03 -10.79 -6.534 -11.52 1.798 -7.011 -13.21
1.77 0.1798 -1.258 -5.753 -5.573 -3.506 -6.292 -7.326 -7.506 -4.987 -8.36 -4.901 -9.2 1.438 -5.213 -10.88
1.775 -2.157 -3.73 -6.112 -6.067 -3.596 -7.371 -8.315 -8.899 -6.234 -5.034 -3.611 -7.996 0.9888 -2.607 -9.528
1.78 -4.225 -6.067 -8.404 -7.73 -4.225 -8.225 -11.19 -11.64 -7.48 -2.067 -3.353 -7.394 1.258 0.2697 -7.82
1.785 -5.753 -7.865 -10.88 -9.079 -5.843 -8.764 -13.62 -13.66 -7.652 -0.08989 -3.783 -6.792 1.888 2.966 -5.034
1.79 -6.472 -9.079 -12.31 -9.258 -7.91 -8.809 -14.25 -13.98 -6.835 1.079 -4.041 -6.277 1.888 5.124 -1.798
1.795 -6.742 -9.753 -12.45 -8.135 -9.573 -8.629 -13.08 -12.67 -6.019 1.978 -3.869 -6.019 0.5393 6.562 0.8989
1.8 -6.921 -9.978 -11.28 -6.247 -10.29 -8.539 -10.97 -10.38 -6.062 2.697 -3.353 -6.105 -1.978 7.011 2.337
1.805 -6.742 -9.618 -9.213 -4.36 -9.708 -8.36 -8.854 -7.955 -7.136 2.876 -2.665 -6.448 -5.213 6.112 1.798
1.81 -5.573 -8.315 -6.472 -2.787 -7.82 -7.281 -6.697 -5.618 -8.125 2.337 -1.72 -6.448 -8.18 4.225 -0.08989
1.815 -3.146 -5.618 -2.472 -0.7191 -4.629 -4.539 -3.146 -2.382 -7.351 1.438 -0.08598 -5.073 -10.16 2.247 -1.528
1.82 0 -1.528 3.281 2.831 -0.4944 -0.08989 2.742 2.697 -3.998 1.169 2.407 -1.978 -10.7 1.169 -1.258
1.825 2.697 2.966 9.663 7.416 4.18 5.213 9.933 8.674 0.6448 1.978 5.417 1.634 -10.52 1.348 0.2697
1.83 4.584 6.787 14.43 11.06 8.764 10.16 15.87 13.48 4.557 3.416 8.082 4.299 -9.978 1.888 1.618
1.835 5.573 9.124 16.31 12.18 12.18 13.66 19.01 16.13 6.577 4.584 9.544 5.933 -8.719 1.978 2.247
1.84 6.112 10.25 16.36 11.19 13.39 15.19 19.78 17.3 7.566 4.944 9.63 7.308 -6.112 1.258 2.607
1.845 6.562 10.83 16.22 9.528 12.27 14.79 19.15 17.75 8.469 4.315 8.426 8.684 -3.056 -0.08989 2.607
1.85 7.371 11.1 16.63 8.629 9.573 12.63 17.39 17.39 9.501 3.146 6.191 9.458 -0.6292 -1.798 2.337
1.855 8.18 10.61 17.03 9.034 6.247 8.854 14.47 15.87 10.15 1.618 3.181 9.372 0.6292 -3.506 2.607
1.86 8 8.674 16.36 10.02 2.921 3.955 10.61 13.03 9.759 0.08989 0 8.942 1.798 -4.854 3.865
1.865 6.652 5.348 13.26 9.978 0.4045 -0.4494 6.112 9.079 8.082 -0.809 -1.978 8.512 3.596 -5.483 5.573
1.87 4.854 1.978 7.64 7.596 -0.4045 -2.382 1.753 4.809 5.503 -0.809 -1.634 8.254 6.022 -4.404 6.831
1.875 3.685 0.4944 1.483 3.371 0.6292 -0.809 -1.079 1.843 3.267 0.5393 1.29 8.426 8.629 -1.169 7.551
1.88 3.775 2.067 -2.292 -0.5843 2.966 3.281 -1.483 1.393 2.235 2.787 5.073 8.684 10.43 3.326 7.371
1.885 4.584 5.708 -2.472 -2.742 5.079 7.461 -0.4494 2.517 1.935 4.764 7.394 7.824 10.43 6.921 5.753
